subject,type,group,age,scholarship,gender,laterality,dscore_4,modo_2,mean_co_0,mean_in_0,dif_co_in_0,mean_co_1,mean_in_1,dif_co_in_1,mean_co_2,mean_in_2,dif_co_in_2
21100,excombatant,exguerrilla,19,11,F,D,0.319043911,0.940969009,-0.9027043612695409,0.7417967757901681,-1.6445011370597091,0.6417882893032243,1.0061677230028,-0.36437943369957576,0.32507523350408557,0.09265601635628896,0.23241921714779676
21101,excombatant,exparamilitar,46,11,M,D,-0.070835936,0.006873246,1.60610420441538,0.7658131224030466,0.8402910820123336,-0.019494614131385136,0.9370549848872077,-0.9565495990185928,2.9679955495751362,1.5301424596735895,1.4378530899015467
21102,excombatant,exparamilitar,31,11,M,D,0.488057432,#N/D,4.456430150352673,1.0149825759598212,3.441447574392851,0.6386407636347426,0.8249892572253019,-0.18634849359055936,-0.7170150586645085,0.6822011765537007,-1.3992162352182087
21103,excombatant,exparamilitar,42,18,M,D,0.120374057,0.370198186,-0.8261311680421652,0.6156609503819226,-1.441792118424088,-2.61744999900712,0.3073162307432252,-2.9247662297503454,-1.4510922900006913,0.43590399325353935,-1.8869962832542309
21104,excombatant,exparamilitar,38,11,M,D,0.243337779,0.42363553,-0.604626404160461,1.2699870710581485,-1.874613475218609,-0.22280025170424675,1.0616433235898213,-1.2844435752940677,1.2126356018889564,2.1768437826604883,-0.9642081807715318
21105,excombatant,exparamilitar,48,8,M,D,0.258351725,0.021271749,1.202871261446739,2.579275760864112,-1.3764044994173728,2.3487188962672896,2.5685743815072994,-0.2198554852400104,-1.2649835115218457,-0.44958237086583425,-0.8154011406560113
21106,excombatant,exguerrilla,28,5,M,D,0.046196616,0.286540141,1.1848446275891238,-0.8771086512170652,2.061953278806189,-1.4889452842881552,-2.5294096055639845,1.0404643212758296,-1.2550284970904024,-3.245217969478593,1.990189472388191
21107,excombatant,exguerrilla,25,11,M,D,-0.11956557,0.243379046,1.8017295120246297,0.05051057258592159,1.7512189394387079,0.11492241279916328,-0.21336896174680012,0.3282913745459634,-0.9755851372794703,-0.286083490156056,-0.6895016471234144
21108,excombatant,exguerrilla,21,8,F,D,-0.023241771,0.310845045,0.4892048583987665,0.6086554151864234,-0.11945055678765686,0.012686905137309504,-0.4540781625164616,0.4667650676537711,-1.4287435198032035,-0.11765285437686386,-1.31109066542634
21109,excombatant,exparamilitar,28,9,M,D,0.019507592,1.192573236,0.014918766875422925,0.2494266416494179,-0.23450787477399493,0.7205261736779497,0.9197306420380961,-0.19920446836014652,0.7214911535144496,1.7952990748002635,-1.0738079212858138
21110,excombatant,exguerrilla,27,5,M,D,0.392480807,0.464066708,-0.5134683364504713,-1.001658796914549,0.48819046046407755,0.41293814286848296,0.35902964097421314,0.05390850189426989,0.4835045190573912,-0.1871657352190753,0.6706702542764666
21111,excombatant,exguerrilla,27,11,F,D,0.050144675,0.04992785,0.4517771592005856,0.7416048430764683,-0.28982768387588276,-0.08480858429769794,0.7025008804565537,-0.7873094647542519,1.374472280609206,0.12244327467975387,1.252029005929452
21112,excombatant,exparamilitar,34,6,M,D,0.218814731,0.843594318,1.2314117042927655,1.3261941231723713,-0.09478241887960596,-0.12960420103982578,-0.4023774624555179,0.27277326141569214,-0.5382523684427911,0.43255771251398195,-0.9708100809567727
21113,excombatant,exguerrilla,60,3,M,D,-0.566805212,-0.596115679,0.2339531797978126,1.3075272009496193,-1.0735740211518066,0.6786670029096382,0.18047887998754056,0.4981881229220975,0.5201789585706346,0.0961750350375245,0.42400392353310995
21114,excombatant,exguerrilla,35,7,F,I,-0.087000278,0.269879498,-0.9706607117985696,-0.5554468208305808,-0.41521389096798855,-2.2741104028268873,-0.6603979154993912,-1.6137124873274955,2.530515502468869,1.8523667651522773,0.6781487373165906
21115,excombatant,exguerrilla,34,8,F,D,-0.099457807,-0.358815576,0.026486163025821748,-1.7754871886889232,1.8019733517147456,-0.4717999310347592,-0.3529173431257655,-0.1188825879089938,-0.11873271036375599,0.08233333599241979,-0.20106604635617575
21116,excombatant,exguerrilla,40,12,M,D,-0.095324964,0.049913505,-0.20945716695364056,-0.259093157809385,0.049635990855744466,-0.5500832951170416,-1.2587949911084209,0.7087116959913793,0.11308488377282493,0.36550562146220045,-0.25242073768937545
21118,excombatant,exguerrilla,30,12,M,D,-0.379185195,-0.286565484,0.3588740519561648,1.047031792311724,-0.6881577403555593,0.2254103304272802,-0.7162913197912105,0.9417016502184906,0.8523328772339203,1.4262306068175887,-0.5738977295836687
21121,excombatant,exguerrilla,30,11,M,D,0.011232219,0.083492261,-1.964136109645766,-0.6130154199274108,-1.3511206897183554,0.1957923506612837,-2.5300869877307193,2.725879338392003,-3.6496046097431316,-1.1762899992436073,-2.4733146104995254
21122,excombatant,exguerrilla,33,11,M,D,-0.247171969,0.087478157,-0.9787476735934934,-1.5936704972141378,0.6149228236206443,-0.18758033704388052,-0.5377109111475639,0.35013057410368315,-1.5316142846974725,-0.5704183427215035,-0.9611959419759692
21123,excombatant,exparamilitar,39,15,M,D,-0.705655838,-0.288088298,0.33531658209483933,-0.501560075404802,0.8368766574996412,1.9622654664853665,0.9130781666235658,1.0491872998618008,-0.012873855615090569,0.6336460953500931,-0.6465199509651837
21125,excombatant,exguerrilla,26,7,F,D,0.017283231,0.190070944,0.06877834278400977,1.021202263956553,-0.9524239211725433,-0.38926477982376934,0.1426810457487704,-0.5319458255725398,1.3546765418220266,-0.5552377743487982,1.9099143161708252
