subject,type,group,age,scholarship,gender,laterality,dscore_4,modo_2,mean_co_0,mean_in_0,dif_co_in_0,mean_co_1,mean_in_1,dif_co_in_1,mean_co_2,mean_in_2,dif_co_in_2
23005,excombatant,exparamilitar,48,18,M,D,-0.198111577,#N/D,-0.42442174774384095,-0.23759070148678685,-0.18683104625705416,1.4169653416742363,1.4879760307757484,-0.07101068910151237,0.025859450370975878,-0.7925832366606838,0.8184426870316596
23006,excombatant,exparamilitar,32,12,M,D,-0.279420102,#N/D,-0.6534362535900702,-0.4861829871810273,-0.16725326640904287,-0.19372145896518952,-0.7183631251358449,0.5246416661706553,0.2990411603688968,0.8914685651536945,-0.5924274047847977
23007,excombatant,exguerrilla,53,7,M,D,0.163609682,#N/D,1.0638279625831464,-0.1402728983359979,1.2041008609191441,1.025532410964278,0.4322228405516825,0.5933095704125959,0.2225388915424519,-0.20829574646494323,0.4308346380073951
23009,excombatant,exparamilitar,52,15,M,D,-0.439114638,#N/D,0.182773792276212,1.3896129636621533,-1.2068391713859412,-0.2644094650638831,-0.5829308447171683,0.3185213796532855,0.37808189087713306,-0.33763049715885946,0.7157123880359926
23010,excombatant,exparamilitar,52,6,M,D,0.405084696,#N/D,1.017050055490477,2.037880508821181,-1.0208304533307044,-0.5560456266968666,0.18435931092601646,-0.7404049376228831,-0.39411482252379354,-1.5522339319908343,1.158119109467041
23011,excombatant,exparamilitar,39,2,M,D,0.86800434,#N/D,0.9083479069706294,0.00472297383512269,0.9036249331355065,0.23007977574354882,0.7076865137516671,-0.47760673800811826,0.73100058605879,0.5777516284474191,0.1532489576113712
23012,excombatant,exguerrilla,43,5,M,D,0.410872348,#N/D,0.6409436637016377,1.9078637135420435,-1.2669200498404054,-2.3563442960341225,1.7950055162593155,-4.1513498122934385,-0.6583691500118293,0.7794002981891359,-1.4377694482009653
23013,excombatant,exparamilitar,57,4,M,D,-0.275812376,#N/D,0.21324321500798657,0.29702600921591166,-0.08378279420792505,0.6899323928253738,1.663308525815409,-0.9733761329900353,-0.5607934829255078,-0.07193715394076518,-0.4888563289847427
23015,excombatant,exparamilitar,48,7,M,D,-0.154196283,#N/D,0.5286592067036493,0.10587742143426179,0.4227817852693876,0.25722251079269076,-0.061100285454502266,0.318322796247193,-0.047507333396739355,0.045367313314019414,-0.09287464671075871
23016,excombatant,exparamilitar,38,5,M,D,-0.289444994,#N/D,0.5639747834491871,-0.9631372038871487,1.5271119873363357,0.7845208064790415,1.4088400845307518,-0.62431927805171,-0.876853294622898,-0.72658161401886,-0.1502716806040377
23017,excombatant,exparamilitar,53,11,M,D,-0.283610643,#N/D,0.3955425015844386,1.2609562356019608,-0.8654137340175216,0.23935602216962076,0.5603574956675988,-0.32100147349797803,-1.0963136571673777,-0.9342162941564243,-0.16209736301095345
23018,excombatant,exparamilitar,40,11,M,I,0.392467262,#N/D,0.8752368174773116,-0.4578062992208358,1.3330431166981471,-0.7081748920702037,-1.0156550746071606,0.30748018253695697,-0.7340607798294218,-0.31356413586424287,-0.4204966439651787
23019,excombatant,exparamilitar,39,13,M,I,0.243127354,#N/D,0.47352696570444175,-0.5931276086680795,1.0666545743725213,-2.0220868287156977,-1.0044410157992631,-1.0176458129164345,-0.9026417461455061,0.9138946153821915,-1.8165363615276975
23020,excombatant,exparamilitar,45,12,M,D,0.132146075,#N/D,-0.34022249014040706,1.066796434451062,-1.4070189245914688,-0.9542367876121897,-0.18585702146143687,-0.7683797661507529,-1.2591912437544066,-0.6155296951438305,-0.6436615486105765
23021,excombatant,exparamilitar,36,11,M,D,-0.358569386,#N/D,-0.5938325079499391,-0.06330949504534632,-0.5305230129045928,-1.394325235362496,-0.8794884140372624,-0.5148368213252335,1.3747470450440034,-0.30175277819655616,1.6764998232405595
23023,excombatant,exparamilitar,36,12,M,D,-0.170290503,#N/D,0.36159418286855594,0.46130812608964955,-0.09971394322109361,1.6053010751795682,0.2716244633381304,1.3336766118414378,-1.2152759094868395,-1.4061521610848846,0.19087625159804514
24002,victim,victim,27,15,F,D,0.243995944,-0.739378479,0.7478588861777449,0.6651556330420114,0.08270325313573368,0.19041957462046574,1.2341481538973946,-1.0437285792769284,2.537447468807326,2.2321394597928013,0.3053080090145243
24003,victim,victim,52,0,F,D,0.235468293,-0.203319279,-1.6666770368287116,-1.2035675706572775,-0.463109466171434,1.3838883733459821,1.2510159233128653,0.1328724500331167,-0.0027401563483450356,0.4477332692377306,-0.4504734255860757
24004,victim,victim,27,11,F,D,-0.024579801,0.154143704,-1.3312179636293233,-2.2349442083834665,0.9037262447541432,2.4633117554120907,1.541328767998352,0.9219829874137389,0.6337716768671723,0.6282101523839431,0.005561524483229164
24005,victim,victim,35,11,F,D,-0.113380137,-0.901124478,-0.47531011431738024,-0.27604309858940357,-0.19926701572797678,-0.02960200041229349,0.3384246324119726,-0.3680266328242662,0.6681024533620442,-0.14866249957125144,0.8167649529332955
24013,victim,victim,46,11,F,D,-0.039705943,-0.023163402,-0.8417538713806084,-0.6602279384133778,-0.18152593296723052,2.2137234414138036,1.3201952451139587,0.8935281962998449,0.7923871697343365,1.0089574605672043,-0.2165702908328677
24014,victim,victim,41,11,F,D,0.057988399,-0.984642672,-0.18980170258955062,0.6298942342815237,-0.8196959368710742,0.0012705164319093704,0.39351133586141995,-0.39224081942951056,0.022430342457301026,1.247756038114772,-1.2253256956574712
24015,victim,victim,27,8,F,D,0.35670665,-0.55582206,0.9307537654017773,1.5679399481729086,-0.637186182771131,-0.5822038156784811,0.004279482739144338,-0.5864832984176255,0.2308621136145943,1.272846257130535,-1.0419841435159403
24017,victim,victim,38,16,F,D,-0.088856911,#N/D,-0.3559616962198475,0.11371263574232145,-0.46967433196216907,0.12054807841453709,-0.16122686312304305,0.2817749415375802,1.3559859769690716,1.6829866873571426,-0.3270007103880713
24025,victim,victim,38,15,F,D,0.123040164,0.269516999,0.47117067808891694,0.4459390937342284,0.02523158435468861,1.2658393137416344,2.299000434845855,-1.03316112110422,0.9274071898685414,0.6107562465275467,0.31665094334099486
24026,victim,victim,28,16,F,D,0.34405391,0.474009865,-0.23691329343469789,1.0089889127039278,-1.2459022061386258,0.39473620074833926,2.6030197701567968,-2.208283569408458,1.4261270458955038,2.567577262487329,-1.141450216591826
24027,victim,victim,49,11,M,D,0.165998939,-0.199666022,-1.073408648850125,-1.3555391172510156,0.2821304684008909,-2.5303203660254483,-0.8519756651515147,-1.6783447008739336,1.1494936996964098,0.24759388284109818,0.9018998168553117
24035,victim,victim,47,11,F,D,0.310219341,-1.129744858,-1.4310270291853002,-0.13775022483316804,-1.293276804352132,-1.6841042311914034,1.5165437415490683,-3.2006479727404713,-1.621445837599332,1.1076119023795086,-2.72905773997884
24039,victim,victim,48,14,F,D,0.63726691,0.694334536,-1.816614390469639,0.13296759678300063,-1.9495819872526394,1.120837595445321,0.7013622032032175,0.41947539224210323,-0.06596476610045149,1.8840776778726158,-1.950042443973067
24043,victim,victim,52,11,F,D,-0.171814063,-0.396181643,-0.25325333841805775,0.5687089388097737,-0.8219622772278316,1.6130505519307377,1.747930599988074,-0.13488004805733605,-0.37037150984197637,-0.607809335082205,0.23743782524022877
24045,victim,victim,18,6,M,D,0.364433984,-0.193869959,0.42153176342789905,1.4670939838366408,-1.0455622204087418,-1.1861953662585971,1.5801801014881156,-2.7663754677467125,-0.25325502384309034,0.1986609371406266,-0.45191596098371695
24052,victim,victim,58,11,F,D,0.278044257,-0.470595942,-0.9059015928034061,2.1280449608893037,-3.033946553692709,-1.0947835383617746,3.288461936719464,-4.383245475081238,0.3070021493014764,1.6369854677404063,-1.3299833184389305
24053,victim,victim,24,13,F,D,0.11443085,0.044347787,-3.0722162293752016,-2.6442729397182667,-0.427943289656935,-0.6673138711591332,0.7236757947423437,-1.3909896659014773,-0.8342909227398118,0.26773419228249024,-1.102025115022302
24057,victim,victim,39,11,F,D,-0.183536178,#N/D,-0.8278606306634839,-0.7340237874620938,-0.09383684320139017,-0.13112396544343805,0.04078898158123249,-0.17191294702467055,0.5362743245118786,1.4441670189914029,-0.9078926944795243
24059,victim,victim,44,11,F,D,0.542485513,0.01547457,0.056907243455760946,-0.043280655532022476,0.1001878989877834,-0.5951460433848796,-0.43468801891333103,-0.16045802447154858,-0.9538092509402358,-0.064323235240517,-0.889486015699719
24065,victim,victim,49,6,F,D,0.236350359,-0.312611065,-0.4570212227415297,1.3815958612665047,-1.8386170840080345,1.1304719660059368,3.1880951127444286,-2.0576231467384916,-0.9025760714604271,0.7658719475159494,-1.6684480189763762
24069,victim,victim,22,11,F,D,-0.031672422,-0.077150515,0.514153102885982,0.526891444151905,-0.012738341265922831,1.678995244731048,1.2156090883326005,0.4633861563984473,2.306485679022184,1.7700370775610366,0.5364486014611477
24073,victim,victim,70,11,F,D,0.77379574,0.167863855,-0.8760532738130542,0.6352298590223241,-1.5112831328353782,0.930952990428378,2.956989391805835,-2.026036401377457,0.021804536233501374,1.701036057087235,-1.6792315208537334
24101,victim,victim,46,7,F,D,0.122191276,-0.456689841,-0.8262286046349289,-0.2685328567463674,-0.5576957478885616,-0.266320595637899,1.7252372532254652,-1.9915578488633643,1.116018306199762,1.2747757580900758,-0.15875745189031376
